expense_id,expense_date,exp_cat_id,amount,description
3506,2024-05-13,7,1107.6,Office Supplies expense redefine synergistic paradigms
3507,2024-01-04,11,86137.27,Logistics expense orchestrate turn-key e-business
3508,2024-07-30,8,1532303.22,Payroll expense utilize out-of-the-box e-tailers
3509,2025-09-26,13,3255.61,Training expense monetize web-enabled partnerships
3510,2024-09-20,15,1844.28,Miscellaneous expense harness magnetic architectures
3511,2025-11-13,15,5570.74,Miscellaneous expense transform world-class e-services
3512,2024-03-09,6,46218.2,Travel expense deliver dot-com content
3513,2025-02-13,13,1589.36,Training expense utilize granular eyeballs
3514,2026-01-05,13,444.93,Training expense cultivate web-enabled experiences
3515,2026-02-02,4,426150.79,Marketing expense unleash back-end communities
3516,2024-04-02,7,4593.92,Office Supplies expense re-contextualize scalable convergence
3517,2025-11-27,9,159683.99,Insurance expense productize open-source supply-chains
3518,2026-01-01,5,14299.89,Software expense revolutionize dynamic communities
3519,2026-02-13,2,43083.61,Utilities expense morph robust synergies
3520,2024-03-25,4,189772.91,Marketing expense redefine turn-key vortals
3521,2025-07-22,4,53233.44,Marketing expense utilize best-of-breed networks
3522,2025-04-21,3,39016.64,Maintenance expense enable front-end portals
3523,2026-02-12,15,5175.57,Miscellaneous expense mesh interactive ROI
3524,2025-01-05,8,1751791.74,Payroll expense implement compelling synergies
3525,2024-05-12,12,41651.65,R&D expense integrate holistic niches
3526,2025-10-21,9,135805.13,Insurance expense enable clicks-and-mortar deliverables
3527,2025-01-20,1,499049.32,Rent expense synergize integrated solutions
3528,2024-05-29,1,247693.91,Rent expense iterate e-business systems
3529,2024-03-12,12,262874.76,R&D expense synthesize efficient web services
3530,2025-01-25,10,912344.13,Taxes expense re-contextualize vertical metrics
3531,2025-04-25,6,39462.33,Travel expense iterate revolutionary convergence
3532,2024-01-07,13,8577.68,Training expense morph wireless vortals
3533,2024-05-27,8,960446.56,Payroll expense redefine visionary niches
3534,2026-01-13,11,72477.43,Logistics expense benchmark next-generation networks
3535,2025-05-31,2,37692.64,Utilities expense reinvent synergistic content
3536,2024-11-05,3,40782.49,Maintenance expense benchmark integrated e-markets
3537,2025-08-31,11,94372.73,Logistics expense disintermediate 24/365 e-services
3538,2025-08-19,13,9774.57,Training expense optimize mission-critical content
3539,2026-01-24,8,526375.49,Payroll expense aggregate magnetic networks
3540,2024-03-28,12,86585.35,R&D expense orchestrate viral solutions
3541,2025-01-21,7,6468.58,Office Supplies expense aggregate enterprise methodologies
3542,2024-10-04,3,42907.76,Maintenance expense embrace holistic eyeballs
3543,2025-05-17,10,284308.51,Taxes expense re-intermediate integrated deliverables
3544,2025-01-28,15,8015.93,Miscellaneous expense matrix efficient ROI
3545,2025-05-15,14,50704.72,Events expense morph intuitive experiences
3546,2024-03-02,12,17236.83,R&D expense drive revolutionary schemas
3547,2025-07-02,3,5137.4,Maintenance expense generate robust applications
3548,2024-01-22,14,69277.35,Events expense monetize 24/7 communities
3549,2025-01-27,3,46514.54,Maintenance expense revolutionize extensible markets
3550,2024-07-09,13,2653.73,Training expense architect end-to-end info-mediaries
3551,2025-07-24,1,154545.15,Rent expense transition B2B applications
3552,2024-11-30,1,380181.68,Rent expense revolutionize 24/7 niches
3553,2024-07-25,7,3848.69,Office Supplies expense enable plug-and-play portals
3554,2024-05-02,10,389361.03,Taxes expense evolve dynamic interfaces
3555,2024-07-20,1,249212.43,Rent expense repurpose back-end interfaces
3556,2025-05-28,6,48324.24,Travel expense expedite killer initiatives
3557,2024-10-25,7,5304.47,Office Supplies expense aggregate collaborative e-tailers
3558,2024-09-03,1,452996.71,Rent expense leverage revolutionary mindshare
3559,2024-02-18,3,14394.74,Maintenance expense cultivate innovative relationships
3560,2024-10-08,3,34581.51,Maintenance expense enable synergistic initiatives
3561,2024-07-06,9,65741.62,Insurance expense seize one-to-one vortals
3562,2024-05-09,10,404260.06,Taxes expense evolve best-of-breed schemas
3563,2025-02-15,12,483295.14,R&D expense enable intuitive niches
3564,2024-10-31,11,68073.67,Logistics expense exploit proactive convergence
3565,2024-06-30,13,9993.56,Training expense synthesize cutting-edge portals
3566,2025-11-06,9,125494.03,Insurance expense productize vertical relationships
3567,2024-02-06,15,5886.91,Miscellaneous expense seize clicks-and-mortar infrastructures
3568,2024-02-19,5,7550.75,Software expense utilize enterprise metrics
3569,2025-10-22,12,376163.17,R&D expense generate B2B schemas
3570,2025-10-03,4,479186.62,Marketing expense incentivize one-to-one initiatives
3571,2025-10-21,2,47304.7,Utilities expense envisioneer intuitive users
3572,2024-12-31,9,15389.82,Insurance expense disintermediate 24/365 functionalities
3573,2024-11-30,1,379076.05,Rent expense implement open-source niches
3574,2025-10-04,1,116309.23,Rent expense envisioneer 24/7 users
3575,2025-08-27,11,58950.43,Logistics expense benchmark enterprise experiences
3576,2024-07-11,8,631683.29,Payroll expense revolutionize killer e-business
3577,2025-07-23,12,360814.05,R&D expense extend B2B initiatives
3578,2025-12-25,15,4085.77,Miscellaneous expense scale synergistic methodologies
3579,2025-04-17,5,44155.93,Software expense mesh B2C portals
3580,2025-02-28,8,1340519.45,Payroll expense streamline rich schemas
3581,2025-03-22,1,256567.28,Rent expense matrix killer e-tailers
3582,2024-05-25,2,7660.16,Utilities expense incentivize collaborative applications
3583,2024-12-23,8,1632357.21,Payroll expense facilitate compelling e-business
3584,2025-08-17,7,7910.0,Office Supplies expense innovate 24/365 solutions
3585,2025-04-06,2,30335.37,Utilities expense generate innovative eyeballs
3586,2025-12-02,2,17882.34,Utilities expense expedite distributed markets
3587,2025-09-07,7,9629.17,Office Supplies expense deliver seamless web services
3588,2024-02-03,11,7377.06,Logistics expense deploy B2B solutions
3589,2025-12-18,9,50177.32,Insurance expense engage wireless technologies
3590,2025-01-12,1,81759.98,Rent expense scale intuitive supply-chains
3591,2025-05-25,4,240181.67,Marketing expense expedite collaborative content
3592,2024-12-15,7,9779.22,Office Supplies expense productize ubiquitous bandwidth
3593,2025-01-08,13,8547.82,Training expense reinvent 24/365 relationships
3594,2024-05-19,10,907317.44,Taxes expense disintermediate intuitive convergence
3595,2025-02-03,8,903588.25,Payroll expense benchmark synergistic markets
3596,2025-10-04,14,176464.91,Events expense whiteboard granular schemas
3597,2024-01-18,5,61823.78,Software expense morph impactful applications
3598,2025-10-05,14,63092.67,Events expense extend bleeding-edge niches
3599,2025-01-29,2,17679.07,Utilities expense matrix killer users
3600,2025-08-21,11,65947.57,Logistics expense matrix web-enabled mindshare
3601,2025-09-28,6,7339.05,Travel expense leverage global users
3602,2024-07-10,8,1368667.9,Payroll expense matrix bricks-and-clicks infrastructures
3603,2025-06-22,3,45360.25,Maintenance expense integrate compelling networks
3604,2025-09-18,3,15675.03,Maintenance expense scale enterprise mindshare
3605,2025-07-23,6,40411.25,Travel expense empower cross-platform markets
3606,2025-09-27,12,233676.66,R&D expense matrix cutting-edge functionalities
3607,2024-04-03,15,1655.9,Miscellaneous expense reinvent synergistic supply-chains
3608,2025-07-14,3,11062.51,Maintenance expense seize cross-platform experiences
3609,2025-10-17,7,9352.87,Office Supplies expense re-contextualize mission-critical convergence
3610,2025-01-12,6,49442.98,Travel expense streamline rich portals
3611,2024-07-20,15,9362.17,Miscellaneous expense synergize plug-and-play platforms
3612,2026-01-24,13,8552.72,Training expense architect e-business e-business
3613,2024-09-28,8,1074400.23,Payroll expense incubate seamless content
3614,2024-10-03,13,6631.16,Training expense architect robust relationships
3615,2024-10-31,10,860230.59,Taxes expense extend cross-media vortals
3616,2025-12-06,2,49611.44,Utilities expense scale magnetic niches
3617,2024-11-30,6,20642.33,Travel expense generate frictionless vortals
3618,2025-04-27,10,265725.99,Taxes expense reinvent end-to-end communities
3619,2025-08-28,14,145618.01,Events expense exploit virtual networks
3620,2026-02-09,9,57567.3,Insurance expense reinvent strategic web services
3621,2026-02-09,13,7127.22,Training expense seize bricks-and-clicks content
3622,2025-08-04,1,384797.5,Rent expense re-intermediate collaborative partnerships
3623,2025-06-01,8,722822.54,Payroll expense expedite scalable platforms
3624,2024-04-16,2,30312.57,Utilities expense envisioneer ubiquitous paradigms
3625,2025-05-13,6,33876.81,Travel expense architect web-enabled infrastructures
3626,2024-05-07,14,193158.08,Events expense drive wireless markets
3627,2024-10-16,10,990278.37,Taxes expense disintermediate turn-key users
3628,2025-09-05,12,271751.02,R&D expense innovate one-to-one portals
3629,2024-03-11,10,578937.93,Taxes expense revolutionize dynamic deliverables
3630,2026-02-22,1,178881.11,Rent expense expedite cross-media platforms
3631,2024-04-09,12,204073.79,R&D expense whiteboard bleeding-edge web services
3632,2025-10-18,1,64643.59,Rent expense engage sticky relationships
3633,2025-12-10,12,239642.78,R&D expense drive plug-and-play architectures
3634,2024-02-29,2,32183.44,Utilities expense engage leading-edge paradigms
3635,2024-09-03,2,44213.77,Utilities expense transition turn-key technologies
3636,2024-04-23,5,52661.16,Software expense transform revolutionary ROI
3637,2025-02-13,12,490923.23,R&D expense scale e-business paradigms
3638,2024-07-11,7,2773.26,Office Supplies expense iterate virtual convergence
3639,2026-01-30,5,19194.92,Software expense streamline front-end solutions
3640,2024-10-09,15,604.45,Miscellaneous expense expedite next-generation convergence
3641,2025-03-16,11,46459.5,Logistics expense aggregate efficient web services
3642,2025-11-15,7,5770.22,Office Supplies expense orchestrate scalable relationships
3643,2024-12-10,7,6567.96,Office Supplies expense drive revolutionary interfaces
3644,2025-12-06,8,1820095.32,Payroll expense mesh plug-and-play applications
3645,2024-04-28,13,4859.38,Training expense harness visionary technologies
3646,2025-10-30,14,7858.12,Events expense e-enable out-of-the-box channels
3647,2025-11-26,13,5877.04,Training expense expedite best-of-breed functionalities
3648,2024-02-14,5,27154.72,Software expense envisioneer B2B metrics
3649,2026-02-06,2,17268.84,Utilities expense engage interactive vortals
3650,2025-09-20,13,7890.28,Training expense target strategic info-mediaries
3651,2025-01-23,3,5032.67,Maintenance expense visualize enterprise schemas
3652,2024-11-06,15,8855.86,Miscellaneous expense extend bleeding-edge metrics
3653,2024-01-27,4,316337.79,Marketing expense enable scalable platforms
3654,2024-04-30,8,586477.74,Payroll expense matrix out-of-the-box deliverables
3655,2024-05-06,14,136415.7,Events expense strategize cutting-edge eyeballs
3656,2024-02-13,6,49417.41,Travel expense utilize wireless portals
3657,2025-12-12,5,21132.57,Software expense implement transparent schemas
3658,2025-11-22,11,95370.23,Logistics expense monetize world-class metrics
3659,2024-09-06,11,93854.9,Logistics expense re-intermediate transparent interfaces
3660,2025-07-29,12,352218.12,R&D expense reinvent bricks-and-clicks web-readiness
3661,2025-01-20,7,2403.59,Office Supplies expense reinvent extensible deliverables
3662,2025-04-25,10,205580.58,Taxes expense engage granular platforms
3663,2024-10-14,6,10971.64,Travel expense embrace ubiquitous applications
3664,2024-06-19,3,8130.81,Maintenance expense visualize dynamic deliverables
3665,2024-06-01,9,185696.22,Insurance expense strategize magnetic niches
3666,2024-02-24,12,250846.74,R&D expense leverage dot-com e-commerce
3667,2025-03-04,7,5074.67,Office Supplies expense evolve killer web services
3668,2025-08-27,4,60562.02,Marketing expense revolutionize leading-edge niches
3669,2025-10-27,14,141225.93,Events expense redefine holistic content
3670,2024-05-23,5,68740.65,Software expense iterate enterprise niches
3671,2024-10-02,10,331970.79,Taxes expense engineer impactful schemas
3672,2024-03-06,3,23262.24,Maintenance expense e-enable dynamic technologies
3673,2024-05-07,2,12701.3,Utilities expense aggregate value-added e-markets
3674,2024-10-11,4,34230.63,Marketing expense e-enable holistic e-markets
3675,2025-02-19,10,921537.19,Taxes expense transition impactful synergies
3676,2024-04-27,4,386969.91,Marketing expense iterate dynamic mindshare
3677,2024-05-11,5,93273.52,Software expense streamline sticky eyeballs
3678,2024-09-10,15,8015.5,Miscellaneous expense scale granular networks
3679,2024-12-29,11,90458.72,Logistics expense iterate turn-key solutions
3680,2024-07-14,9,56478.23,Insurance expense redefine distributed functionalities
3681,2024-03-31,9,81684.65,Insurance expense synthesize 24/365 channels
3682,2025-02-16,4,377001.83,Marketing expense extend B2B communities
3683,2024-08-12,2,25318.29,Utilities expense leverage enterprise e-commerce
3684,2024-08-15,5,76011.24,Software expense whiteboard one-to-one niches
3685,2025-06-11,10,326832.8,Taxes expense incubate sticky networks
3686,2024-11-15,2,43400.53,Utilities expense redefine synergistic portals
3687,2025-03-31,12,197724.65,R&D expense visualize cross-platform bandwidth
3688,2024-11-19,12,323323.83,R&D expense unleash interactive niches
3689,2025-04-22,14,170745.92,Events expense implement cutting-edge interfaces
3690,2024-05-22,12,380679.12,R&D expense cultivate one-to-one channels
3691,2025-12-18,15,1353.11,Miscellaneous expense evolve 24/365 info-mediaries
3692,2025-12-28,3,38777.03,Maintenance expense disintermediate collaborative systems
3693,2025-11-05,1,372097.8,Rent expense enhance proactive infrastructures
